sutta_uid,other_sutta_uid,partial,footnote
#commented-out texts are vinaya texts that are yet not supported by correspondence.csv
an10.3,an11.3,1,
an5.34,an7.57,1,
an5.42,an8.38,1,
an5.61,an7.48,1,
an5.61,an9.16,1,
an5.61,an10.56,1,
an7.48,an9.16,1,
an7.48,an10.56,1,
an9.16,an10.56,1,
an5.201,an6.40,1,
an5.201,an7.59,1,
an6.40,an7.59,1,
an6.19,an8.73,1,
an6.20,an8.74,1,
an6.23,an8.56,1,
an6.31,an8.79,1,
an6.32,an7.32,1,
an6.33,an7.33,1,
an6.44,an10.75,1,
an6.64,an10.21,1,
an7.1,an8.3,1,
an7.13,an9.17,1,
an8.1,an11.15,1,
an8.28,an10.90,1,
an8.41,an9.18,1,
an8.71,an10.8,1,
an8.72,an10.9,1,
an8.82,an10.83,1,
an8.83,an10.58,1,
an9.10,an10.16,1,
an9.27,an10.92,1,
an9.29,an10.79,1,
an9.30,an10.80,1,
an10.1,an11.1,1,
an10.2,an11.2,1,
an10.4,an11.4,1,
an10.5,an11.5,1,
an10.6,an11.7,1,
an10.88,an11.6,1,
an5.63,an5.64,1,
an5.63,an10.74,1,
an5.64,an10.74,1,
an3.143-145,an11.10,1,
an4.61,an5.41,1,
dn16,an4.76,1,Corresponding section is DN ii 154–155.
mn142,an4.78,1,Corresponding section is MN iii 256–257.
sn12.65,sf28,,
up1.021,sa17,,
up2.071,sa11,,
up2.078,sa28,,
up4.081,mn15,,
up6.005,sa9,,
up9.001,sa8,1,
up9.004,sa11,1,
up9.004,sa12,1,
an8.63,ma76,,
sn47.3,an8.63,1,
sn12.1-2,sf238,,
sa-2.205,sf83,1,
an4.185,sf84,1,
sa972,sf84,1,
sa-2.206,sf84,1,
sa389,t219,,
#skt-lo-mvu2,mn129,1,
#skt-lo-mvu27,ja521,,
#skt-lo-mvu29,snp2.1,,
#skt-lo-mvu31,mn81,1,
#skt-lo-mvu32,dn27,,
#skt-lo-mvu33,snp1.3,1,
#skt-lo-mvu33,ja12,1,
#skt-lo-mvu37,ja535,,
#skt-lo-mvu38,ja325,,
#skt-lo-mvu42,ja447,,
#skt-lo-mvu43,ja181,,
#skt-lo-mvu44,ja387,1,
#skt-lo-mvu44,ja546,1,
#skt-lo-mvu50,ja318,,
#skt-lo-mvu51,ja506,,
#skt-lo-mvu54,ja359,,
#skt-lo-mvu55,snp3.2,,
#skt-lo-mvu56,ja118,,
#skt-lo-mvu58,ja208,,
#skt-lo-mvu59,ja209,,
#skt-lo-mvu65,ja531,,
#skt-lo-mvu66,ja531,,
#skt-lo-mvu68,ja20,,
#skt-lo-mvu69,ja57,,
#skt-lo-mvu72,sn16.11,,
#skt-lo-mvu73,pi-tv-kd1,1,
#skt-lo-mvu76,ja292,,
#skt-lo-mvu79,ja526,,
#skt-lo-mvu83,pi-tv-kd17,1,
#skt-lo-mvu84,ja421,,
#skt-lo-mvu85,dn19,,
#skt-lo-mvu89,sn4.25,1,
#skt-lo-mvu91,pi-tv-kd1,1,
#skt-lo-mvu91,ud1.1,1,
#skt-lo-mvu91,ud1.2,1,
#skt-lo-mvu91,ud1.3,1,
#skt-lo-mvu93,pi-tv-kd1,1,
#skt-lo-mvu94,pi-tv-kd1,1,
#skt-lo-mvu94,sn6.1,1,
#skt-lo-mvu94,dn14,1,
#skt-lo-mvu94,mn26,1,
#skt-lo-mvu95,sn56.11,1,
#skt-lo-mvu95,sn22.59,1,
#skt-lo-mvu98,ja313,,
#skt-lo-mvu99,ja522,,
#skt-lo-mvu103,snp3.6,,
#skt-lo-mvu104,pi-tv-kd1,1,
#skt-lo-mvu106,pi-tv-kd1,1,
#skt-lo-mvu107,ja403,,
#skt-lo-mvu111,ja529,,
#an5.196,skt-lo-mvu48#34-#40,,
#an5.208,pi-tv-kd15#175-#176,,
an5.203,an4.112,1,
#an5.255,pi-tv-bu-vb-pc7,1,
#an5.255,pi-tv-bu-vb-pc44,1,
#an5.255,pi-tv-bu-vb-pc45,1,
#an5.255,pi-tv-bu-vb-pc46,1,
#arv1,dn33#171,,
#arv2,dn33#172,,
#arv3,mn115#4,,
arv3,sn14.1,1,
#arv3,pp1#5,,
#arv4,ya3.1.1#1,,
#arv4,vb18#4,,
#arv4,ds2.3.3#398,,
#arv4,mn137#3-#4,1,
#arv4,mn148#3-#4,1,
#arv4,dn33#204-#205,1,
arv5,sn12.2,,
#arv6,sn56.1#4,,
arv7,sn45.8,,
#arv8,pp1.1#7,,
#arv8,vb5#1,,
#arv8,vb18#7,,
#arv9,dn33#112,,
#arv10,dn33#118,,
arv11,an4.162,,
arv12,an4.41,,
arv13,sn47.24,,
#arv14,dn33#110,,
#arv15,dn33#111,,
arv17,an5.13,,
#arv18,vb10#17-#18,,
arv20,sn54.1,1,
arv21,sn55.46,,
arv22,an10.21,1,
arv23,an4.8,,
#arv24,vb15#1,,
arv26,dn33,1,
arv26,ma59,1,
dhp1,pdhp1,,
dhp1,gdhp201,,
#dhp1,uv31#31.23,,
#dhp1,mkv#66,,
#dhp1,ne37#10,,
#dhp1,pe2#6,,
dhp2,pdhp2,,
dhp2,gdhp202,,
#dhp2,uv31#31.24,,
#dhp2,mkv#66,,
#dhp2,ne37#65,,
#dhp2,pe8#59,,
#dhp2,pe2#6,,
#dhp3,mn128#6,,
#dhp3,ja371#4,,
#dhp3,ja428#3,,
#dhp3,pi-tv-kd10#38,,
dhp3,pdhp5,,
#dhp3,uv14#14.9,,
#dhp3,,,"Mūlasarvāstivādivinaya (Gilgit III.ii.184)"
#dhp4,mn128#7,,
#dhp4,ja371#5,,
#dhp4,ja428#4,,
#dhp4,pi-tv-kd10#39,,
dhp4,pdhp6,,
#dhp4,uv14#14.10,,
#dhp4,,,"Mūlasarvāstivādivinaya (Gilgit III.ii.184)"
#dhp5,mn128#8,,
#dhp5,ja371#6,,
#dhp5,ja428#5,,
#dhp5,pi-tv-kd10#40,,
dhp5,pdhp253,,
#dhp5,uv14#14.11,,
#dhp5,,,"Mūlasarvāstivādivinaya (Gilgit III.ii.184)"
#dhp6,mn128#9,,
#dhp6,thag4.3#275,,
#dhp6,thag8.1#498,,
#dhp6,pi-tv-kd10#41,,
#dhp6,ja428#6,,
dhp6,pdhp254,,
#dhp6,,,"Mūlasarvāstivādivinaya (Gilgit III.ii.183)"
dhp7,pdhp7,,
dhp7,gdhp217,,
#dhp7,uv29#29.15,,
dhp8,pdhp8,,
dhp8,gdhp218,,
#dhp8,uv29#29.16,,
#dhp8,pe3#25,,
#dhp9,thag17.1#969,,
#dhp9,ja221#1,,
#dhp9,ja514#26,,
dhp9,pdhp94,,
dhp9,gdhp192,,
#dhp9,uv29#29.7,,
#dhp10,thag17.1#970,,
#dhp10,ja221#2,,
#dhp10,ja514#27,,
dhp10,pdhp95,,
dhp10,gdhp193,,
#dhp10,uv29#29.8,,
#dhp11,uv29#29.8,,
dhp11,gdhp213,,
#dhp11,uv29#29.3,,
dhp12,pdhp172,,
dhp12,gdhp214,,
#dhp12,uv29#29.4,,
#dhp13,thag2.7#133,,
dhp13,pdhp351,,
dhp13,gdhp219,,
#dhp13,uv31#31.11,,
#dhp14,thag2.7#134,,
dhp14,pdhp352,,
dhp14,gdhp220,,
#dhp14,uv31#31.17,,
#dhp15,pe1#49,,
dhp15,pdhp3,,
dhp15,gdhp205,,
#dhp15,uv28#28.34,,
dhp16,pdhp4,,
dhp16,gdhp206,,
#dhp16,uv28#28.35,,
dhp19,pdhp290,,
dhp19,gdhp190,,
#dhp19,uv4#4.22,,
dhp20,pdhp291,,
dhp20,gdhp191,,
#dhp20,uv4#4.23,,
#dhp21,ja520#1,,
#dhp21,pe5#36,1,
#dhp21,ne9#150,,
dhp21,pdhp14,,
dhp21,gdhp115,,
#dhp21,uv4#4.1,,
dhp22,pdhp15,,
dhp22,gdhp116,,
#dhp22,uv4#4.2,,
#dhp22,pe5#59,,
dhp23,pdhp16,,
#dhp23,uv4#4.3,,
dhp24,pdhp28,,
dhp24,gdhp112,,
#dhp24,uv4#4.6,,
dhp25,pdhp29,,
dhp25,gdhp111,,
#dhp25,uv4#4.5,,
#dhp26,mn86#37,,
#dhp26,sn1.36#5,,
#dhp26,thag16.8#883,,
dhp26,pdhp17,,
dhp26,gdhp117,,
#dhp26,uv4#4.10,,
#dhp27,mn86#38,,
#dhp27,sn1.36#6,,
#dhp27,thag16.8#884,,
dhp27,gdhp129,,
dhp27,gdhp134,,
#dhp27,uv4#4.12,,
dhp28,pdhp19,,
dhp28,gdhp119,,
#dhp28,uv4#4.4,,
#dhp28,mil7.4.5#10,,
dhp29,pdhp18,,
dhp29,gdhp118,,
#dhp29,uv19#19.4,,
dhp30,gdhp120,,
#dhp30,uv4#4.24,,
dhp31,pdhp23,,
dhp31,gdhp74,,
#dhp31,uv4#4.29,,
#dhp32,an4.37#8,,
#dhp32,an6.32#4,1,
#dhp32,an6.33#2,1,
#dhp32,an7.32#5,1,
#dhp32,an7.33#3,1,
#dhp32,an7.34#3,1,
#dhp32,mil7.7.3#2,,
dhp32,pdhp22,,
dhp32,gdhp73,,
#dhp32,uv4#4.32,,
dhp33,pdhp342,,
#dhp33,uv31#31.8,,
dhp33,gdhp136,1,
dhp34,pdhp343,,
#dhp34,uv31#31.2,,
dhp34,gdhp137,1,
dhp35,pdhp345,,
dhp35,pdhp345,,
dhp36,pdhp346,,
dhp37,pdhp344,,
#dhp37,uv31#31.8,,
dhp37,gdhp137,1,
dhp38,pdhp335,,
#dhp38,uv31#31.28,,
dhp38,gdhp137,1,
dhp39,pdhp347,,
#dhp39,uv28#28.6,,
dhp39,gdhp137,1,
dhp40,pdhp350,,
#dhp40,uv31#31.35,,
dhp40,gdhp138,1,
#dhp40,pe1#115,,
dhp41,pdhp349,,
dhp41,gdhp153,,
#dhp41,uv1#1.35,,
#dhp42,ud4.3#8,,
#dhp42,uv31#31.9,1,
#dhp43,uv31#31.10,,
dhp44,pdhp131,,
dhp44,gdhp301,,
#dhp44,uv18#18.1,,
dhp45,pdhp132,,
dhp45,gdhp302,,
#dhp45,uv18#18.2,,
dhp46,pdhp134,,
dhp46,gdhp300,,
#dhp46,uv18#18.18,,
dhp47,pdhp128,,
dhp47,gdhp294,,
#dhp47,uv18#18.14,,
dhp48,pdhp129,,
#dhp48,uv18#18.15,,
#dhp49,ne37#486,,
dhp49,pdhp127,,
dhp49,gdhp292,,
#dhp49,uv18#18.8,,
dhp50,pdhp309,,
dhp50,gdhp271,,
#dhp50,uv18#18.9,,
#dhp51,thag5.2#323,,
dhp51,pdhp125,,
dhp51,gdhp290,,
#dhp51,uv18#18.6,,
#dhp52,thag5.2#324,,
dhp52,pdhp126,,
dhp52,pdhp126,,
#dhp52,uv18#18.7,,
dhp53,pdhp130,,
dhp53,gdhp293,,
#dhp53,uv18#18.10,,
#dhp54,an3.79#7,,
#dhp54,mil6.4.1#10,,
dhp54,pdhp121,,
dhp54,gdhp295,,
#dhp54,uv6#6.16,,
#dhp55,mil6.4.1#11,,
dhp55,pdhp122,,
#dhp55,uv6#6.17,,
dhp55,gdhp296,1,
dhp56,pdhp123,,
#dhp56,uv6#6.18,,
#dhp56,mil6.4.1#12,,
dhp57,pdhp124,,
dhp57,gdhp297,,
#dhp57,uv6#6.19,,
dhp58,pdhp135,,
dhp58,gdhp303,,
#dhp58,uv18#18.12,,
dhp59,pdhp136,,
dhp59,gdhp304,,
#dhp59,uv18#18.13,,
dhp60,pdhp185,,
#dhp60,uv1#1.19,,
#dhp61,uv14#14.15,,
#dhp61,,,"Mūlasarvāstivādivinaya (Gilgit III.ii.185)"
#dhp62,uv1#1.20,,
dhp63,pdhp184,,
#dhp63,uv25#25.22,,
#dhp63,divy#431.009,,
dhp64,pdhp191,,
dhp64,gdhp233,,
#dhp64,uv25#25.13,,
dhp65,pdhp192,,
dhp65,gdhp234,,
#dhp65,uv25#25.14,,
#dhp66,sn2.22#2,,
#dhp66,ne37#44,,
dhp66,pdhp174,,
#dhp66,uv9#9.13,,
#dhp67,sn2.22#3,,
#dhp67,ne37#45,,
dhp67,pdhp175,,
#dhp67,uv9#9.14,,
#dhp68,sn2.22#4,,
dhp68,pdhp176,,
#dhp68,uv9#9.15,,
#dhp69,sn3.15#8,1,
#dhp69,uv28#28.18,,
dhp70,pdhp388,,
#dhp70,uv24#24.20E,,
#dhp70,mvu109#15,,
dhp71,pdhp107,,
#dhp71,uv9#9.17,,
#dhp71,ne37#323,,
#dhp71,pe2#98,,
dhp72,pdhp177,,
#dhp72,uv13#13.2,,
dhp73,pdhp178,,
#dhp73,uv13#13.3,,
#dhp74,pdhp179-180,,
#dhp74,uv13#13.4-#13.5,,
#dhp75,pdhp180-181,,
#dhp75,uv13#13.5-#13.6,,
#dhp76,thag17.2#993,,
#dhp76,mnd16#254,,
dhp76,pdhp206,,
dhp76,gdhp231,,
#dhp76,uv28#28.7,,
#dhp77,thag17.2#994,,
#dhp77,mnd16#255,,
dhp77,pdhp207,,
dhp77,gdhp230,,
#dhp77,uv5#5.26,,
dhp78,pdhp205,,
#dhp78,uv25#25.3,,
#dhp79,uv25#25.3,,
dhp79,gdhp224,,
dhp79,gdhp224,,
#dhp80,mn86#31,,
#dhp80,thag16.8#877,,
#dhp80,thag1.19#19,,
#dhp80,uv17#17.10,,
dhp80,dhp145,,
#dhp81,thag13.1#643,1,
#dhp81,mil7.4.5#2,,
dhp81,pdhp93,,
dhp81,gdhp239,,
#dhp81,uv29#29.49,,
dhp82,pdhp275,,
dhp82,gdhp225,,
dhp82,gdhp225,,
dhp83,pdhp80,,
dhp83,gdhp226,,
#dhp83,uv30#30.52,,
dhp84,pdhp326,,
dhp84,gdhp324,,
#dhp85,sn45.34#3,,
#dhp85,an10.117#2,,
#dhp85,an10.118#3,,
#dhp85,an10.169#3,,
#dhp85,an10.170#2,,
dhp85,pdhp261,,
#dhp85,uv29#29.33,,
#dhp86,sn45.34#4,,
#dhp86,an10.117#3,,
#dhp86,an10.118#4,,
#dhp86,an10.169#4,,
#dhp86,an10.170#3,,
dhp86,pdhp262,,
#dhp86,uv29#29.34,,
#dhp87,sn45.34#5,,
#dhp87,an10.117#4,,
#dhp87,an10.118#5,,
#dhp87,an10.169#5,,
#dhp87,an10.170#4,,
dhp87,pdhp263,,
#dhp87,uv16#16.14,,
#dhp88,sn45.34#6,,
#dhp88,an10.117#5,,
#dhp88,an10.118#6,,
#dhp88,an10.169#6,,
#dhp88,an10.170#5,,
dhp88,pdhp264,,
#dhp88,uv16#16.14,1,
#dhp89,sn45.34#7,,
#dhp89,an10.117#6,,
#dhp89,an10.118#7,,
#dhp89,an10.169#7,,
#dhp89,an10.170#6,,
dhp89,pdhp265,,
#dhp89,uv31#31.39,,
dhp90,pdhp86,,
#dhp90,uv29#29.35,,
dhp91,pdhp231,,
#dhp91,uv17#17.1,,
dhp92,pdhp87,,
dhp92,pdhp270,,
#dhp92,uv29#29.26,,
dhp93,thag1.92,,
dhp93,pdhp270,,
#dhp93,uv29#29.29,,
#dhp94,thag2.43#205,1,
#dhp94,ne37#328,,
#dhp94,pe2#101,,
dhp94,pdhp89,,
#dhp94,uv19#19.3,,
#dhp96,sn7.2#4,1,
#dhp96,thag6.12#441,1,
dhp96,pdhp88,,
#dhp96,uv31#31.45,,
dhp97,pdhp333,,
#dhp97,uv29#29.23,,
#dhp97,mnd10#75,,
#dhp98,sn11.15#3,,
#dhp98,thag17.2#991,,
#dhp98,ja355#4,1,
dhp98,pdhp245,,
#dhp98,uv29#29.18,,
#dhp99,thag17.2#992,,
dhp99,pdhp155,,
#dhp99,uv29#29.17,,
dhp100,pdhp376,,
dhp100,gdhp306,,
#dhp100,uv24#24.1,,
#dhp100,mvu109#2,,
#dhp101,tha-ap538#40,,
dhp101,gdhp308,,
#dhp101,mvu109#3,,
dhp102,pdhp377,,
dhp102,gdhp309,,
#dhp102,uv24#24.2,,
dhp103,pdhp378,,
dhp103,gdhp305,,
#dhp103,uv23#23.3,,
#dhp103,mvu109#4,,
dhp104,pdhp319,,
#dhp104,uv23#23.4,,
dhp105,pdhp320,,
#dhp105,uv23#23.5,,
dhp106,pdhp379,,
dhp106,gdhp310,,
dhp106,gdhp320,,
#dhp106,skt-lo-mvu109#5-#9,,
dhp107,pdhp380,,
#dhp107,gdhp319-320,,
#dhp107,uv24#24.16,,
#dhp107,skt-lo-mvu109#16-#17,,
dhp108,pdhp381,,
dhp108,gdhp321,,
#dhp108,uv24#24.30,,
#dhp108,skt-lo-mvu109#18,,
dhp109,gdhp172,,
dhp110,pdhp390,,
#dhp110,uv24#24.3,,
#dhp110,skt-lo-mvu109#19,,
dhp111,pdhp391,,
#dhp111,uv24#24.4,,
#dhp112,thi-ap26#20,,
dhp112,pdhp392,,
dhp112,gdhp316,,
#dhp112,uv24#24.5,,
#dhp112,skt-lo-mvu109#20,,
#dhp113,thi-ap22#27,,
dhp113,pdhp393,,
dhp113,gdhp317,,
#dhp113,uv24#24.6,,
#dhp113,skt-lo-mvu109#23,,
dhp114,pdhp395,,
#dhp114,uv24#24.15,,
#dhp114,skt-lo-mvu109#25,,
dhp115,pdhp394,,
dhp115,gdhp318,,
#dhp115,uv24#24.14,,
#dhp115,skt-lo-mvu109#22,,
dhp116,pdhp96,,
#dhp116,uv28#28.23,,
dhp117,pdhp97,,
dhp117,gdhp207,,
#dhp117,uv28#28.21,,
dhp118,pdhp98,,
dhp118,gdhp208,,
#dhp118,uv28#28.22,,
dhp119,pdhp102,,
#dhp119,uv28#28.19,,
dhp120,pdhp103,,
#dhp120,uv28#28.20,,
dhp121,pdhp193,,
dhp121,gdhp209,,
#dhp121,uv17#17.5,,
dhp122,pdhp194,,
dhp122,gdhp210,,
#dhp122,uv17#17.6,,
dhp123,pdhp116,,
#dhp123,uv28#28.14,,
dhp124,pdhp106,,
#dhp124,uv28#28.15,,
#dhp125,sn1.22#2,,
#dhp125,snp3.10#668,,
#dhp125,ja367#5,,
dhp125,pdhp115,,
#dhp125,uv28#28.9,,
dhp126,pdhp274,,
#dhp127,uv9#9.5,,
#dhp127,divy#475.021,,
#dhp128,uv1#1.25,,
#dhp128,mil5.2.4#2,,
#dhp129,snp3.11#711,1,
dhp129,mil5.2.3,1,
dhp129,pdhp202,,
#dhp129,uv5#5.19,,
#dhp130,snp3.11#711,1,
dhp130,pdhp202,,
#dhp130,uv5#5.19,,
#dhp131,ud2.3#3,,
#dhp131,ne37#18,,
#dph131,ne9#146,,
dhp131,pdhp203,,
#dhp131,uv30#30.3,,
#dhp132,ud2.3#4,,
dhp132,pdhp204,,
#dhp132,uv30#30.4,,
dhp133,pdhp197,,
#dhp133,uv26#26.3,,
#dhp134,pdhp198-199,,
#dhp134,uv26#26.5,,
dhp135,pdhp200,,
#dhp135,uv1#1.17,,
#dhp136,thag2.13#146,1,
#dhp136,uv9#9.12,,
#dhp137,uv28#28.26,,
#dhp138,uv28#28.28,,
#dhp139,uv28#28.27,,
#dhp140,an5.174#10,1,
#dhp140,iti30#4,1,
#dhp140,uv28#28.29,,
dhp140,gdhp211,1,
#dhp141,ja528#37,1,
dhp141,pdhp195,,
#dhp141,uv33#33.1,,
#dhp141,skt-lo-mvu104#23,,
#dhp141,divy#210.003,,
#dhp141,,,"Mūlasarvāstivādivinaya (Gilgit III.iv.40)"
dhp142,pdhp196,,
dhp142,gdhp80,,
#dhp142,uv33#33.2,,
#dhp142,skt-lo-mvu104#24,,
#dhp142,divy#210.007,,
#dhp142,,,"Mūlasarvāstivādivinaya (Gilgit III.iv.40 41)"
#dhp143,sn1.18#1,,
#dhp143,uv19#19.5,1,
dhp144,pdhp329,,
#dhp144,uv19#19.2,,
#dhp145,mn86#31,,
#dhp145,thag16.8#877,,
#dhp145,thag1.19#19,,
#dhp145,uv17#17.10,,
dhp146,pdhp233,,
dhp146,gdhp143,,
#dhp146,uv1#1.4,,
#dhp146,skt-lo-mvu100#4,,
#dhp147,mn82mn82#17,,
#dhp147,thag16.4#769,,
#dhp147,uv27#27.20,,
dhp148,pdhp259,,
dhp148,gdhp142,,
#dhp148,uv1#1.34,,
#dhp149,gdhp154-155,,
#dhp149,uv1#1.5,,
#dhp149,divy#475.023,,
dhp150,gdhp284,,
#dhp150,uv16#16.23,,
#dhp151,sn3.3#2,,
#dhp151,ja537#43,,
dhp151,gdhp160,,
#dhp151,uv1#1.28,,
#dhp152,thag17.3#1029,,
dhp152,pdhp209,,
dhp153,thag1.78,1,
#dhp153,thag2.32#183,1,
#dhp153,,,"thig6.7,,verses that have similar lines, but perhaps in a different position"
#dhp153,uv31#31.6,,
#dhp154,thag2.32#184,1,
#dhp154,uv31#31.7,,
#dhp155,pe1#39,,
dhp155,pdhp229,,
#dhp155,uv17#17.3,,
dhp156,pdhp230,,
#dhp156,uv17#17.4,,
dhp156,gdhp139,1,
dhp157,pdhp312,,
#dhp157,uv5#5.15,,
dhp158,pdhp317,,
dhp158,gdhp227,,
#dhp158,uv23#23.7,,
dhp159,pdhp318,,
#dhp159,uv23#23.8,,
dhp160,pdhp321,,
#dhp160,uv23#23.11,,
dhp161,pdhp307,,
#dhp161,uv28#28.12,1,
#dhp161,ne37#475,,
dhp162,pdhp306,,
dhp162,gdhp330,,
#dhp162,uv11#11.10,,
#dhp162,ne37#473,,
dhp163,pdhp167,,
dhp163,gdhp264,,
#dhp163,uv28#28.16,,
dhp164,pdhp315,,
dhp164,gdhp258,,
#dhp164,uv8#8.7,,
dhp165,pdhp308,,
#dhp165,uv28#28.11-#28.12,,
#dhp165,mnd2#32,,
#dhp165,cnd9#315,,
#dhp165,kv16.1#7,,
#dhp165,kv16.2#7,,
dhp166,pdhp325,,
dhp166,gdhp265,,
#dhp166,uv23#23.10,,
dhp167,pdhp31,,
dhp167,gdhp121,,
#dhp167,uv4#4.8,,
#dhp168,thi-ap28#88,1,
#dhp168,ja384#1,1,
dhp168,pdhp27,,
dhp168,gdhp110,,
#dhp168,uv4#4.35,,
#dhp169,thi-ap28#89,,
#dhp169,thi-ap30#51,,
#dhp169,ja384#1,1,
dhp169,pdhp224,,
dhp169,gdhp328,,
#dhp169,uv30#30.5,,
#dhp169,avs#38.1,,
#dhp170,snp5.16#1126,1,
#dhp170,tha-ap542#28,1,
#dhp170,kv1.1#361,1,
dhp170,pdhp258,,
#dhp170,uv27#27.15,,
#dhp170,mnd15#172,1,
#dhp170,cnd2#102,1,
#dhp170,cnd19#768,1,
#dhp170,cnd19#800,1,
#dhp171,uv27#27.17,,
#dhp172,mn86#25,,
#dhp172,thag16.8#871,,
#dhp172,thag10.3#548,1,
dhp172,pdhp20,,
dhp172,gdhp122,,
#dhp172,uv16#16.5,,
#dhp173,mn86#26,,
#dhp173,thag16.8#872,,
#dhp173,thag10.3#548,1,
#dhp173,uv16#16.9,,
#dhp174,uv27#27.5,,
dhp175,pdhp232,,
#dhp175,uv17#17.2,,
#dhp176,iti25#3,,
dhp176,pdhp297,,
#dhp176,uv9#9.1,,
dhp177,pdhp293,,
#dhp177,uv10#10.2,,
dhp178,pdhp338,,
dhp179,pdhp276,,
#dhp179,uv29#29.52,,
#dhp179,skt-lo-mvu75#7,,
#dhp180,sn4.7#3,1,
dhp180,pdhp277,,
#dhp180,uv29#29.53,,
#dhp180,skt-lo-mvu75#8,,
dhp181,pdhp244,,
#dhp181,uv21#21.9,,
dhp182,pdhp334,,
dhp182,gdhp263,,
#dhp183,dn14#176,,
#dhp183,ne10#195,,
#dhp183,ne19#380,,
#dhp183,ne37#397,,
#dhp183,ne37#501,,
#dhp183,pe2#157,,
dhp183,pdhp357,,
#dhp183,uv28#28.1,,
#dhp184,dn14#175,,
dhp184,pdhp239,,
#dhp184,uv26#26.2,,
#dhp185,dn14#177,,
#dhp185,ud4.6#4,,
#dhp185,uv31#31.50,,
#dhp186,ja258#2,,
dhp186,pdhp145,,
#dhp186,uv2#2.17,,
#dhp186,divy#138.021,,
#dhp187,ja258#3,,
dhp187,pdhp146,,
#dhp187,uv2#2.18,,
#dhp187,divy#138.023,,
dhp188,pdhp216,,
#dhp188,uv27#27.31,,
#dhp188,divy#101.016,,
dhp189,pdhp217,,
#dhp189,uv27#27.32,,
#dhp189,divy#101.017,,
dhp190,pdhp218,,
#dhp190,uv27#27.33,,
#dhp190,divy#101.019,,
#dhp191,sn15.10#6,,
#dhp191,iti24#5,,
#dhp191,thag21.1#1269,,
#dhp191,thig7.2#5,,
#dhp191,ne37#156,,
#dhp191,uv27#27.34,,
#dhp191,divy#101.021,,
dhp192,pdhp219,,
#dhp192,uv27#27.35,,
#dhp192,divy#101.023,,
dhp193,pdhp79,,
dhp193,gdhp173,,
#dhp193,uv30#30.27,,
#dhp193,skt-lo-mvu75#136,,
dhp194,pdhp68,,
#dhp194,uv30#30.22,,
#dhp195,tha-ap93#1,,
#dhp196,tha-ap93#2,,
dhp197,pdhp255,,
dhp197,gdhp166,,
#dhp197,uv30#30.47,,
#dhp198,uv30#30.45,,
dhp199,pdhp256,,
dhp199,gdhp165,,
#dhp199,uv30#30.43,,
#dhp200,sn4.18#4,,
#dhp200,ja539#133,,
dhp200,pdhp257,,
dhp200,gdhp168,,
#dhp200,uv30#30.49,,
#dhp201,sn3.14#5,,
dhp201,pdhp81,,
dhp201,gdhp180,,
#dhp201,uv30#30.1,,
#dhp201,avs#0.1,,
dhp203,pdhp75,,
dhp203,gdhp163,,
#dhp203,uv26#26.7,,
#dhp204,mn75#22,1,
#dhp204,mn75#26,1,
dhp204,pdhp76,,
dhp204,gdhp162,,
#dhp204,uv26#26.6,,
#dhp205,snp2.3#260,,
#dhp205,ja363#5,,
#dhp205,uv28#28.5,,
dhp206,pdhp69,,
dhp206,gdhp175,,
#dhp206,uv30#30.25,,
dhp207,pdhp70,,
dhp207,gdhp176,,
#dhp207,uv30#30.26,,
dhp208,pdhp71,,
dhp208,gdhp177,,
dhp209,pdhp173,,
dhp209,gdhp266,,
#dhp209,uv5#5.9,,
dhp210,pdhp73,,
#dhp210,uv5#5.5,,
dhp211,pdhp74,,
#dhp211,uv5#5.8,,
dhp212,pdhp72,,
#dhp212,uv5#5.1,,
#dhp212,avs#35.1,,
#dhp214,uv2#2.3,,
#dhp215,uv2#2.2,,
dhp217,pdhp294,1,
dhp217,gdhp322,1,
#dhp217,uv5#5.24,1,
#dhp218,uv2#2.9,,
#dhp219,vv52#1,,
#dhp219,uv5#5.20,,
#dhp220,vv52#2,,
#dhp220,uv5#5.21,,
#dhp221,sn1.34#5,,
#dhp221,sn1.36#4,1,
dhp221,pdhp238,,
dhp221,gdhp274,,
#dhp221,uv20#20.1,,
dhp222,gdhp275,,
#dhp222,uv20#20.22,,
#dhp223,ja151#2,,
dhp223,gdhp280,,
#dhp223,uv20#20.19,,
dhp224,pdhp292,,
dhp224,gdhp281,,
#dhp224,uv20#20.16,,
dhp225,pdhp240,,
#dhp225,uv7#7.7,,
dhp226,pdhp269,,
#dhp226,uv15#15.8,,
dhp227,pdhp283,,
dhp227,gdhp237,,
#dhp227,uv29#29.45,,
#dhp228,ud6.3#3,1,
dhp228,pdhp284,,
dhp228,gdhp240,,
#dhp228,uv29#29.46,,
dhp229,pdhp286,,
dhp229,gdhp241,,
#dhp229,uv29#29.47-#29.48,,
#dhp230,an4.6#9,,
#dhp230,an4.28#7,,
#dhp230,an5.42#4,,
#dhp230,ud7.6#4,,
dhp230,pdhp287,,
dhp230,gdhp242,,
#dhp230,uv22#22.11,,
dhp231,pdhp279,,
#dhp231,uv7#7.1,,
dhp232,pdhp280,,
#dhp232,uv7#7.2,,
#dhp233,pe3#49,,
dhp233,pdhp281,,
#dhp233,uv7#7.3,,
dhp234,pdhp282,,
dhp234,gdhp51,,
#dhp234,uv7#7.10,,
dhp235,pdhp161,,
dhp236,pdhp162,,
#dhp238,uv16#16.3,1,
